PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,WIKIDATA_BARRIO,COD-DISTRITO,DISTRITO,WIKIDATA_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
6226801,Escuela Infantil Peque`s School,,,,"Bus: 64, 67, 83, 124, 127, 133 Metro: Avenida de la Ilustración",Enseñanza: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec3deadf9cc83310VgnVCM2000000c205a0aRCRD,AVENIDA BETANZOS 78,V,28034.0,3.0,PEÑA GRANDE,,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439497.0,4481550.0,40.4824385080863,-3.71385845628805,912 309 245,pequesschool@pequesschool.com,CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6231659,Escuela Infantil Jardín de las Delicias,,,,"Bus: 8, 19, 45, 47, 59, 85, 86, 247  Metro: Delicias",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d26d6245502a3310VgnVCM2000000c205a0aRCRD,CALLE TOMAS BRETON 43,V,28045.0,5.0,Las Delicias,https://wikidata.org/entity/Q3773736,2.0,Arganzuela,https://wikidata.org/entity/Q2000929,441354.0,4472302.0,40.3973891639009,-3.69234990549789,915 304 863,,CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6255479,Centro de Servicios Sociales Fuerte de Navidad,"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 914 800 010 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.","Horario de atención de la trabajadora o del trabajador social, mediante cita previa, de 9:00 h a 13:00 h y de 15:00 h a 19:00 h, de lunes a viernes.","Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.","Metro:  Aluche (línea 5)  Bus: 17, 34, 117 y 155  Renfe: Maestra Justa Freire-Polideportivo Aluche",Ámbito de actuación   Barrio Las Aguilas Barrio Campamento Barrio Cuatro Vientos Barrio de Aluche (parcial),Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff96857d40ef3310VgnVCM1000000b205a0aRCRD,CALLE FUERTE DE NAVIDAD 15,V,28044.0,7.0,Las Águilas,https://wikidata.org/entity/Q5971372,10.0,Latina,https://wikidata.org/entity/Q794954,435003.0,4470279.0,40.3805660728894,-3.76572415897645,914 800 367,cssfuertedenavidad@madrid.es,CentrosAtencionSocial/CentrosServiciosSociales
6298422,Centro Municipal de Mayores Navacerrada,,"Lunes a viernes, de 9 a 20 horas. Fines de semana y festivos, de 10 a 20 horas.","Servicio de Animación Sociocultural y una amplia oferta de actividades culturales y talleres: teatro, manualidades, bricolaje, bolillos, así como actividades deportivas, marchas, bailes. Se preparan actividades eventuales en navidad, carnaval, igualdad, feria de abril, día del voluntariado. Tiene cafetería (también se puede solicitar el menú para llevar) peluquería y podología. Zona wifi.",Bus: 141,"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa5611d22af05310VgnVCM2000000c205a0aRCRD,CALLE PUERTO DE NAVACERRADA 1,V,28038.0,6.0,Numancia,https://wikidata.org/entity/Q10338144,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444242.0,4472511.0,40.4013496289724,-3.65706191698291,917 653 117,cmmnavacerrada@gmail.com,CentrosAtencionSocialMayores/CentrosMayores
6306935,Escuela Infantil St Alice's Nursery,,,,"Bus: 5, 16, 40, 61, 147  Metro: Iglesia, Ruben Darío",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4aff8fadf3335310VgnVCM2000000c205a0aRCRD,CALLE FERNANDEZ DE LA HOZ 21,V,28010.0,4.0,Almagro,https://wikidata.org/entity/Q10954432,7.0,Chamberí,https://wikidata.org/entity/Q1763370,441048.0,4476122.0,40.433652361544,-3.69505611329491,914 463 726,alicia@stalices.es,CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6316901,Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,,,6 Pistas de bolos y petanca,"Metro: EsperanzaBus: 120 , 122.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50be891a12165310VgnVCM2000000c205a0aRCRD,CALLE SILVANO 63,V,28043.0,3.0,Canillas,https://wikidata.org/entity/Q9694341,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,445503.0,4478957.0,40.4594954097572,-3.64277816634235,,,CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
6318091,Escuela Infantil Pompas,,,,Bus: 31,Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d284deefc6665310VgnVCM1000000b205a0aRCRD,CALLE LOS YEBENES 255,V,28047.0,4.0,Aluche,https://wikidata.org/entity/Q31140,10.0,Latina,https://wikidata.org/entity/Q794954,436212.0,4471257.0,40.3894697410278,-3.75158034493094,915 098 828 - 606 345 456,info@escuelainfantilpompas.com,CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6319578,Complejo Deportivo Hockey Somontes de la Comunidad de Madrid,,"Lunes a viernes, de 17 a 21 horas.",En esta instalación se encuentran las oficinas de la Federación Madrileña de Hockey.,Bus: 601,,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=856e63307fa75310VgnVCM1000000b205a0aRCRD,CARRETERA EL PARDO 41,V,28035.0,1.0,El Pardo,https://wikidata.org/entity/Q3314337,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,436094.0,4482068.0,40.4868489125296,-3.754037809586,913 730 308,fmadridhockey@gmail.com,CentrosEspaciosDeporte/CamposHockey
6322488,Museo de Policía Municipal,,Cerrado temporalmente.,,,,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4628b936d7585310VgnVCM1000000b205a0aRCRD,,,,,,,,,,,,,,,,
6322836,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Usera,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Hospital Doce de OctubreBus: 18 , 22 , 59 , 76 , 79 , 81 , 85 , 86 , 121Renfe: Doce de Octubre",Este servicio depende de la Unidad Integral del Distrito Usera. Teléfono: 913 410 114,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5fde294e585310VgnVCM2000000c205a0aRCRD,CALLE DOCTOR TOLOSA LATOUR 16,V,28026.0,7.0,Pradolongo,https://wikidata.org/entity/Q10352360,12.0,Usera,https://wikidata.org/entity/Q953368,440290.0,4469557.0,40.3744576147176,-3.70336464241657,"913 418 400              
              
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",useraoacpm@madrid.es,OficinasPoliciaMunicipal
6322837,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Carabanchel,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Bus: 47 , 108 , 118 , 121 , 131",Este servicio depende de la Unidad Integral del Distrito Carabanchel. Teléfono: 914 220 769,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3bfde294e585310VgnVCM2000000c205a0aRCRD,AVENIDA CARABANCHEL ALTO 61,V,28054.0,6.0,Buenavista,https://wikidata.org/entity/Q953929,11.0,Carabanchel,https://wikidata.org/entity/Q1001991,435992.0,4468073.0,40.3607742083677,-3.75383359269997,"914 220 767            
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",carabancheloacpm@madrid.es,OficinasPoliciaMunicipal
6322838,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Ciudad Lineal,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Ciudad LinealBus: 4 , 38 , 48 , 70 , 77 , 104 , 105 , 109",Este servicio depende de la Unidad Integral del Distrito Ciudad Lineal. Teléfono: 913 689 331,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8ffde294e585310VgnVCM2000000c205a0aRCRD,CALLE PELOPONESO 9,V,28032.0,2.0,Pueblo Nuevo,https://wikidata.org/entity/Q71753,15.0,Ciudad Lineal,https://wikidata.org/entity/Q1763694,447037.0,4474066.0,40.4155340139505,-3.62425868915323,"913 775 258                 
                  
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",clinealoacpm@madrid.es,OficinasPoliciaMunicipal
6322839,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Fuencarral - El Pardo,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Bus: 66 , 124 , 137 , 704",Este servicio depende de la Unidad Integral del Distrito Fuencarral. Teléfono: 917 281 598,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc30de294e585310VgnVCM2000000c205a0aRCRD,AVENIDA SOTO PALACIOS 7,V,28034.0,6.0,Valverde,https://wikidata.org/entity/Q31132,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,442038.0,4482147.0,40.4879977995385,-3.68393504324895,"917 281 597                       
                       
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",fuencarraloacpm@madrid.es,OficinasPoliciaMunicipal
6322840,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Tetuán,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: VentillaBus: 42 , 147",Este servicio depende de la Unidad Integral del Distrito Tetuán. Teléfono: 913 447 591,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d280de294e585310VgnVCM2000000c205a0aRCRD,AVENIDA ASTURIAS 68,V,28029.0,4.0,Almenara,https://wikidata.org/entity/Q2265427,6.0,Tetuán,https://wikidata.org/entity/Q1773540,440729.0,4480432.0,40.4724469873251,-3.69921911293276,"913 238 214 y 913 238 271             
             
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",tetuanoacpm@madrid.es,OficinasPoliciaMunicipal
6322843,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Chamartín,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Cruz del RayoBus: 1 , 29 , 52",Este servicio depende de la Unidad Integral del Distrito Chamartín. Teléfono: 915 880 345,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a51de294e585310VgnVCM2000000c205a0aRCRD,CALLE COMANDANTE AZCARRAGA 4,V,28016.0,5.0,Nueva España,https://wikidata.org/entity/Q10338128,5.0,Chamartín,https://wikidata.org/entity/Q1766348,443300.0,4479168.0,40.4612567827023,-3.6687561521432,"915 880 351            
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",chamartinoacpm@madrid.es,OficinasPoliciaMunicipal
6322844,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Villa de Vallecas,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Villa VallecasBus: 58 , 54 , 103 , 142 , 143",Este servicio depende de la Unidad Integral del Distrito Villa de Vallecas. Teléfono: 913 052 813,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80a1de294e585310VgnVCM2000000c205a0aRCRD,CALLE REAL DE ARGANDA 64,V,28031.0,1.0,CASCO H.VALLECAS,,18.0,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447859.0,4470021.0,40.3791455421455,-3.614247419127,"913 052 811            
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",vivallecasoacpm@madrid.es,OficinasPoliciaMunicipal
6322848,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Retiro,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: PacíficoBus: 24 , 37 , 54 , 56 , 57 , 136 , 141",Este servicio depende de la Unidad Integral del Distrito Retiro. Teléfono: 914 343 631,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f32de294e585310VgnVCM2000000c205a0aRCRD,CALLE HOYUELO 7,V,28007.0,1.0,Pacífico,https://wikidata.org/entity/Q3773753,3.0,Retiro,https://wikidata.org/entity/Q2002296,442624.0,4472481.0,40.4009694126406,-3.67613262675788,"914 343 638              
              
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",retirooacpm@madrid.es,OficinasPoliciaMunicipal
6322849,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Vicálvaro,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: San CiprianoBus: 4 , 100 , 106",Este servicio depende de la Unidad Integral del Distrito Vicálvaro. Teléfono: 917 602 427,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e72de294e585310VgnVCM2000000c205a0aRCRD,PASEO POLIDEPORTIVO 138,V,28032.0,,AMBROZ,,,Vicálvaro,https://wikidata.org/entity/Q589403,449261.0,4473063.0,40.4066365469199,-3.59797437686375,"917 602 425             
             
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",vicalvarooacpm@madrid.es,OficinasPoliciaMunicipal
6322850,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Hortaleza,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Mar de CristalBus: 87 , 104 , 112 , 120 , 125",Este servicio depende de la Unidad Integral del Distrito Hortaleza. Teléfono: 913 824 339,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93d2de294e585310VgnVCM2000000c205a0aRCRD,CALLE JAVIER DEL QUINTO 2,V,28043.0,3.0,Canillas,https://wikidata.org/entity/Q9694341,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,445550.0,4479583.0,40.4651391984155,-3.64225977395459,"913 825 251    
              
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",hortalezaoacpm@madrid.es,OficinasPoliciaMunicipal
6322851,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Puente de Vallecas,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Buenos AiresBus: 10 , 136 , 54 , 58 , 103 , 141 , 143",Este servicio depende de la Unidad Integral del Distrito Puente de Vallecas. Teléfono: 913 806 870,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8523de294e585310VgnVCM2000000c205a0aRCRD,CALLE PUERTO DE CARDOSO 7,V,28018.0,3.0,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444505.0,4470994.0,40.3876853064596,-3.65384153504923,"917 791 262
                   
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",pvallecasoacpm@madrid.es,OficinasPoliciaMunicipal
6322852,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría  Integral de Distrito San Blas-Canillejas,Oficina de Atención al Ciudadano (OAC). Policía Municipal. Unidad Integral de Distrito San Blas-Canillejas,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Metro: Las Musas Bus: 38 , 140",Este servicio depende de la Unidad Integral del Distrito San Blas - Canillejas. Teléfono: 917 609 521,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e63de294e585310VgnVCM2000000c205a0aRCRD,CALLE ESTOCOLMO 91,V,28022.0,5.0,Rosas,https://wikidata.org/entity/Q18880469,20.0,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,448705.0,4476089.0,40.4338625702658,-3.6047825149612,"917 609 519                         
                         
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",sanblasoacpm@madrid.es,OficinasPoliciaMunicipal
6322854,Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Latina,,De lunes a viernes de 9 a 14 y de 16 a 21 horas,"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.","Bus: 17 , 34 , 117 , 155",Este servicio depende de la Unidad Integral del Distrito Latina. Teléfono: 915 095 423,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3d3de294e585310VgnVCM2000000c205a0aRCRD,CALLE RODRIGO DE ARANA 50,V,28044.0,7.0,Las Águilas,https://wikidata.org/entity/Q5971372,10.0,Latina,https://wikidata.org/entity/Q794954,434982.0,4470177.0,40.3796366471018,-3.7659492448759,"915 095 421             
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.",uidpmlatina@madrid.es,OficinasPoliciaMunicipal
